URI,Latitude,Longitude
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/6542168/credera-rubbiano.html,45.30327,9.65606
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/6540641/madignano.html,45.34567,9.72326
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3166708/sergnano.html,45.42755,9.70122
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3179636/castelleone.html,45.29579,9.76091
https://www.geonames.org/3180177/casalmaggiore.html,44.98981,10.42055
https://www.geonames.org/3180177/casalmaggiore.html,44.98981,10.42055
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3179636/castelleone.html,45.29579,9.76091
https://www.geonames.org/3179636/castelleone.html,45.29579,9.76091
https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956
https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956
https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956
https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956
https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956
https://www.geonames.org/6542735/palazzo-pignano.html,45.39007,9.56956
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3175382/izano.html,45.35552,9.75138
https://www.geonames.org/3175382/izano.html,45.35552,9.75138
https://www.geonames.org/3175382/izano.html,45.35552,9.75138
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3170597/pizzighettone.html,45.1869,9.78781
https://www.geonames.org/6534609/ripalta-arpina.html,45.30187,9.72896
https://www.geonames.org/6543217/cremosano.html,45.39467,9.63826
https://www.geonames.org/3180722/capergnanica.html,45.33869,9.64475
https://www.geonames.org/3177841/crema.html,45.36264,9.68176
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3181364/busseto.html,44.9794,10.04331
https://www.geonames.org/3181364/busseto.html,44.9794,10.04331
https://www.geonames.org/3181364/busseto.html,44.9794,10.04331
https://www.geonames.org/3181364/busseto.html,44.9794,10.04331
https://www.geonames.org/6540114/lodi.html,45.31357,9.50286
https://www.geonames.org/6540114/lodi.html,45.31357,9.50286
https://www.geonames.org/6540114/lodi.html,45.31357,9.50286
https://www.geonames.org/6540114/lodi.html,45.31357,9.50286
https://www.geonames.org/3179636/castelleone.html,45.29579,9.76091
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171366/pavia.html,45.19205,9.15917
https://www.geonames.org/3171058/piacenza.html,45.05242,9.69342
https://www.geonames.org/3171058/piacenza.html,45.05242,9.69342
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3166399/soncino.html,45.40033,9.86845
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3181364/busseto.html,44.9794,10.04331
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3177838/cremona.html,45.13325,10.02129
https://www.geonames.org/3179098/ceresara.html,45.26228,10.56958
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3168546/san-benedetto-po.html,45.04612,10.93367
https://www.geonames.org/3168546/san-benedetto-po.html,45.04612,10.93367
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/8949376/stradella.html,45.17245,10.87327
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/8951690/santa-croce.html,44.98379,11.25329
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3179098/ceresara.html,45.26228,10.56958
https://www.geonames.org/3181633/bozzolo.html,45.10324,10.47988
https://www.geonames.org/3171457/parma.html,44.79935,10.32618
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3179675/castel-goffredo.html,45.29403,10.473
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3168546/san-benedetto-po.html ,45.04612,10.93367
https://www.geonames.org/3179724/castel-d-ario.html,45.18798,10.97449
https://www.geonames.org/3164168/villa-pasquali.html,44.99943,10.5155
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3171305/pegognaga.html,44.99456,10.85967
https://www.geonames.org/3179724/castel-d-ario.html,45.18798,10.97449
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3170606/piubega.html,45.22677,10.53195
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/2988507/paris.html,48.85341,2.3488
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/8948812/lunetta-frassino.html,45.16016,10.82059
https://www.geonames.org/2988507/paris.html,48.85341,2.3488
https://www.geonames.org/9035395/curtatone.html,45.15253,10.71989
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/11287661/borgo-virgilio.html,45.08266,10.78748
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/6540649/suzzara.html,44.99187,10.74309
https://www.geonames.org/6540649/suzzara.html,44.99187,10.74309
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/6534615/pieve-di-coriano.html,45.03388,11.1078
https://www.geonames.org/3176014/goito.html,45.25076,10.66121
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3171305/pegognaga.html,44.99456,10.85967
https://www.geonames.org/3179090/cereta.html,45.30503,10.64125
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3182734/asola.html,45.22018,10.41214
https://www.geonames.org/3168546/san-benedetto-po.html,45.04612,10.93367
https://www.geonames.org/3168546/san-benedetto-po.html,45.04612,10.93367
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3173657/medole.html,45.32588,10.51357
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3164440/viadana.html,44.93553,10.51898
https://www.geonames.org/3169462/revere.html,45.05207,11.13059
https://www.geonames.org/8949376/stradella.html,45.17245,10.87327
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3176959/florence.html,43.77925,11.24626
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
https://www.geonames.org/3174051/mantova.html,45.16031,10.79784
